Comunidades y Ciudades Autónomas,año,01 Alimentos y bebidas no alcohólicas,02 Bebidas alcohólicas y tabaco,03 Vestido y calzado,"04 Vivienda, agua, electricidad, gas y otros combustibles","05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",06 Sanidad,07 Transporte,08 Comunicaciones,09 Ocio y cultura,10 Enseñanza,11 Restaurantes y hoteles,12 Otros bienes y servicios,Índice general
Asturias,2021,100.0,100.0,100.0,99.99991666666666,100.00008333333334,100.0,100.00008333333334,99.99991666666666,100.00008333333334,99.99991666666666,100.0,100.0,100.0
Asturias,2022,110.65391666666666,103.99241666666667,103.68683333333333,117.9375,107.42416666666666,100.16525,112.27866666666667,98.6905,102.58091666666667,102.39550000000001,106.04008333333333,102.9345,108.40575
Asturias,2023,123.45508333333333,111.71908333333333,108.5745,104.177,112.25,100.88758333333334,112.82791666666667,101.61425000000001,106.93374999999999,105.28116666666666,111.92208333333333,107.75583333333333,112.07708333333333
Asturias,2024,128.36383333333333,116.31016666666666,109.66375,107.64883333333334,112.50133333333333,103.02,113.3205,101.51083333333334,110.00574999999999,108.38025,117.45541666666666,112.02583333333332,115.27958333333333
Asturias,2025,131.67927272727272,120.41627272727273,112.36527272727272,114.89936363636365,112.9090909090909,104.61945454545456,113.65072727272727,103.04899999999999,110.61181818181818,110.44263636363635,123.044,115.48554545454544,118.43081818181818
Balears,2002,68.26058333333333,50.79858333333333,87.95524999999999,60.90025,84.05875,91.30633333333333,65.45983333333334,119.27199999999999,102.75,61.943999999999996,64.43849999999999,65.6355,71.30408333333334
Balears,2003,71.41066666666667,52.25025,91.258,62.5865,84.53383333333333,93.53399999999999,66.45049999999999,116.73808333333334,103.99133333333333,65.04333333333334,67.44225,67.96941666666667,73.42366666666666
Balears,2004,73.49625,54.13358333333333,92.95675,64.77525,85.11766666666666,94.33616666666667,69.19808333333334,116.21691666666668,102.573,68.06616666666666,70.46925,70.062,75.441
Balears,2005,75.31566666666667,56.927083333333336,93.89025,67.47533333333332,86.70875000000001,95.01058333333333,73.71391666666666,115.02366666666667,101.12175,71.03758333333333,73.29375,72.25383333333333,77.77116666666667
Balears,2006,78.75058333333332,57.82391666666666,94.80616666666667,71.345,89.26441666666666,96.21516666666668,77.17983333333333,114.02925,101.39916666666666,73.95341666666667,75.97991666666667,74.68666666666667,80.46991666666666
Balears,2007,81.604,61.647083333333335,95.7815,73.40925,91.15575000000001,94.58508333333333,78.77691666666666,114.76933333333334,101.09466666666667,77.11716666666666,79.92466666666667,76.78383333333333,82.61341666666667
Balears,2008,86.25866666666667,63.697,96.38583333333334,77.41000000000001,93.008,94.79233333333333,83.48583333333333,115.045,100.91758333333333,79.93808333333334,83.41391666666667,79.095,85.77958333333333
Balears,2009,85.36025000000001,68.758,94.59625,79.51183333333334,94.89733333333334,93.711,78.95958333333333,114.62241666666667,100.95,79.0445,84.25758333333333,81.34816666666667,85.633
Balears,2010,83.98708333333333,75.64891666666666,94.27466666666668,82.03216666666667,96.13966666666666,92.34358333333334,83.87816666666667,113.904,100.85291666666666,81.36983333333333,84.62383333333334,83.01350000000001,87.09141666666666
Balears,2011,85.17216666666667,82.80058333333334,94.37808333333334,87.16025,97.09516666666667,90.75274999999999,90.38324999999999,113.017,99.57491666666665,83.15275,85.44716666666666,85.40541666666667,89.57916666666667
Balears,2012,87.18008333333334,87.69433333333332,94.65333333333332,90.91916666666667,97.253,93.0175,95.37691666666666,109.07758333333334,101.036,86.0725,86.64316666666667,87.22633333333333,91.81791666666668
Balears,2013,89.78533333333333,92.83508333333333,94.71008333333333,91.71724999999999,97.5595,99.60475000000001,96.81341666666667,104.38183333333335,101.30191666666667,90.20791666666666,87.53816666666667,89.28991666666667,93.24650000000001
Balears,2014,89.65366666666667,94.25875,94.82958333333333,92.69558333333333,97.68408333333333,98.57483333333333,96.70591666666667,98.03366666666666,101.65075,91.96116666666666,88.33425,90.53866666666666,93.43783333333333
Balears,2015,91.34658333333334,95.44308333333333,95.21308333333333,91.54599999999999,97.64975,97.17225,93.248,96.25541666666668,102.09241666666667,93.21600000000001,89.17083333333333,92.37958333333334,93.34258333333334
Balears,2016,92.67241666666666,96.04575,95.84041666666667,88.21583333333332,97.34116666666667,97.71325,91.08766666666666,98.78949999999999,100.54491666666667,94.25716666666666,90.791,94.02991666666667,93.21358333333335
Balears,2017,93.6965,97.72066666666666,96.26458333333333,91.76466666666666,97.01425,97.97675,94.84683333333334,100.24125,101.40275000000001,95.34349999999999,93.38566666666667,95.71358333333335,95.19775
Balears,2018,95.00283333333334,99.24874999999999,97.03275000000001,94.24191666666667,97.05866666666667,99.08125,96.77241666666667,102.91475000000001,100.45783333333333,96.52441666666668,95.38408333333332,96.91766666666666,96.61433333333333
Balears,2019,96.015,98.8385,97.93858333333333,92.94225,97.149,99.26683333333334,96.70741666666667,104.03491666666666,100.18016666666666,97.68658333333333,97.95,97.66175,97.0795
Balears,2020,97.81124999999999,99.23541666666667,99.01016666666668,90.40408333333333,97.83158333333334,98.40083333333332,93.92691666666667,102.98458333333333,99.73258333333332,99.1955,98.589,98.98883333333333,96.78925
Balears,2021,99.99983333333334,99.99991666666666,100.0,100.0,100.00008333333334,100.00008333333334,99.99991666666666,99.99991666666666,100.00008333333334,99.99983333333334,100.0,99.99991666666666,99.99991666666666
Balears,2022,110.57808333333334,104.54316666666666,102.98599999999999,113.3005,106.24225,102.02891666666666,111.92141666666667,98.84183333333334,103.81591666666667,102.80741666666667,107.7115,102.9165,108.1225
Balears,2023,123.52966666666667,113.12725,106.10558333333334,101.61500000000001,111.44308333333333,107.117,112.77766666666668,102.16166666666668,108.78033333333333,105.40974999999999,115.53341666666667,108.88616666666667,112.32708333333333
Balears,2024,128.57783333333333,117.17283333333334,103.60875,105.66266666666667,113.04191666666667,110.41183333333333,114.125,102.49166666666667,112.04591666666666,106.73475,120.35483333333333,113.50508333333333,115.63333333333333
Balears,2025,132.47236363636364,121.15627272727274,103.62154545454545,111.53854545454546,114.82436363636363,113.46890909090908,115.6569090909091,104.41472727272726,113.44227272727272,109.36981818181818,126.54872727272728,117.34263636363636,119.1448181818182
Canarias,2002,72.72008333333333,44.606249999999996,99.79366666666665,68.00733333333334,100.4415,95.44041666666668,62.10958333333334,123.04466666666667,114.48975,60.76383333333333,71.417,76.35391666666668,76.69466666666666
Canarias,2003,75.124,46.88675,100.7275,69.70608333333332,101.63616666666667,96.98733333333332,63.23141666666667,119.7185,115.08508333333333,63.439,73.66008333333333,78.37825,78.41841666666666
Canarias,2004,77.01158333333333,51.272083333333335,101.72975000000001,71.07533333333333,103.36516666666667,96.95875000000001,66.051,118.32216666666666,114.07933333333334,65.79549999999999,74.98416666666667,80.2945,80.19625
Canarias,2005,78.66083333333334,53.15966666666667,102.31225,73.37591666666667,103.70925,97.20266666666667,70.84233333333334,116.32991666666668,113.50816666666667,67.71966666666667,76.88166666666667,81.78500000000001,82.19591666666666
Canarias,2006,81.72266666666667,56.01575,101.68708333333332,76.5405,105.08241666666667,97.69341666666666,74.22083333333333,114.67158333333333,112.56258333333334,70.64208333333333,79.69841666666666,84.16566666666667,84.569
Canarias,2007,85.45391666666666,55.367,101.96283333333334,79.33608333333333,106.343,94.54025,75.953,114.76433333333334,110.96124999999999,74.09975,82.43875,86.35475000000001,86.53983333333333
Canarias,2008,92.18975,58.60675,102.27066666666667,82.98533333333333,107.60066666666667,93.57741666666668,81.98424999999999,114.63333333333333,110.61816666666665,76.57891666666667,85.74941666666666,88.48783333333334,90.36325
Canarias,2009,91.60374999999999,61.16408333333334,100.29341666666666,84.64108333333333,108.02833333333332,92.168,76.10608333333333,113.74091666666668,109.62758333333333,79.66075,86.98141666666668,89.70841666666666,89.45025
Canarias,2010,90.15458333333333,62.140166666666666,99.71541666666667,86.35808333333334,107.17233333333333,90.75441666666667,81.29016666666666,112.82291666666667,108.08416666666666,81.64308333333334,87.26241666666665,90.69675000000001,90.31366666666668
Canarias,2011,91.86191666666667,65.63741666666667,99.457,90.27666666666666,107.28091666666667,88.74725000000001,88.42158333333333,111.88791666666667,107.17558333333334,83.6065,88.65083333333332,91.90716666666667,92.6635
Canarias,2012,93.09441666666667,67.63583333333334,99.20725,92.99,106.75133333333333,91.62433333333333,94.27208333333334,108.91133333333333,106.64425,87.40875,89.54658333333333,93.23108333333333,94.54325
Canarias,2013,93.67583333333334,71.32841666666667,98.81358333333333,92.60725000000001,106.04491666666667,98.96475,95.197,105.84775,106.854,95.81641666666667,89.70241666666668,93.43033333333334,95.23783333333334
Canarias,2014,92.16941666666666,75.06366666666666,97.81608333333332,93.70791666666668,104.76350000000001,98.93458333333332,95.09783333333333,99.37408333333333,104.87675,96.41325,90.00308333333334,93.88991666666668,94.79583333333333
Canarias,2015,92.02641666666666,79.2345,97.17958333333333,92.56625000000001,103.10491666666667,98.99883333333332,91.37049999999999,97.54825,104.1475,96.69066666666667,90.95791666666666,94.52266666666667,94.04058333333334
Canarias,2016,92.74241666666667,83.49491666666667,97.12349999999999,89.69733333333333,101.63558333333333,99.5335,89.35416666666667,100.04666666666667,102.51458333333333,97.92758333333335,92.51083333333332,95.41616666666665,93.81966666666666
Canarias,2017,94.30133333333333,86.91191666666667,96.661,92.63733333333333,100.04841666666665,99.63475,92.59333333333335,101.33550000000001,103.03983333333333,99.22758333333333,94.20133333333332,96.19766666666668,95.50591666666666
Canarias,2018,95.98424999999999,91.16175,97.22466666666666,93.74116666666667,99.96591666666666,99.37783333333334,95.50616666666667,103.57691666666666,102.98775,99.16041666666666,96.05900000000001,96.74633333333333,96.97949999999999
Canarias,2019,96.222,96.46600000000001,98.14341666666667,92.44758333333334,99.47224999999999,99.46758333333332,95.9445,104.35591666666666,102.0195,98.85433333333333,97.67091666666666,97.383,97.29816666666666
Canarias,2020,98.82266666666668,98.80866666666667,99.07541666666667,90.91366666666666,99.79233333333333,99.71416666666666,95.563,103.09433333333334,100.59833333333334,99.28175,99.10258333333333,98.86416666666666,97.82816666666668
Canarias,2021,100.0,99.99991666666666,99.99991666666666,99.99991666666666,99.99991666666666,100.00016666666666,99.99991666666666,99.99991666666666,100.00008333333334,100.0,100.0,99.99991666666666,99.99991666666666
Canarias,2022,111.76483333333333,103.27575,97.72308333333332,111.64283333333333,106.05658333333332,101.06258333333334,111.61358333333334,98.74191666666667,102.84224999999999,101.721,106.08449999999999,103.99725000000001,107.54558333333334
Canarias,2023,127.00358333333334,108.5125,98.04141666666668,101.71733333333333,111.20841666666666,103.26625,113.17025000000001,101.80149999999999,107.07516666666668,104.81183333333333,114.76241666666665,108.70558333333334,112.48341666666666
Canarias,2024,132.04,112.94574999999999,97.26083333333334,105.64033333333333,111.40724999999999,105.34966666666666,114.294,101.846,108.98191666666666,107.92841666666668,120.78325,111.74558333333334,115.59833333333334
Canarias,2025,134.02409090909092,115.85954545454545,96.41381818181817,111.01154545454546,111.16409090909092,107.235,114.68463636363636,103.5150909090909,109.55518181818182,110.09818181818181,125.47509090909092,115.16799999999999,117.86536363636364
Cantabria,2002,67.75066666666667,48.5995,87.96616666666667,58.302416666666666,84.90516666666666,84.50125,64.90616666666666,117.07275,101.08550000000001,67.77525,66.69141666666667,66.79791666666667,71.02466666666668
Cantabria,2003,70.2965,50.30591666666667,89.75741666666666,60.19016666666667,85.30808333333333,86.29641666666667,66.16508333333333,114.89416666666666,101.58983333333333,69.97733333333333,69.59925,69.36375,72.96133333333334
Cantabria,2004,73.10291666666667,52.55066666666667,90.80166666666668,62.66891666666667,85.73166666666667,85.75375000000001,69.04916666666666,114.646,101.30125,71.76783333333333,71.71175000000001,70.93575,74.9655
Cantabria,2005,75.56191666666668,54.91716666666667,92.41433333333333,65.26316666666666,87.12508333333334,86.34058333333333,73.42891666666667,113.72291666666666,100.93741666666666,73.45808333333333,74.42091666666667,73.12125,77.34724999999999
Cantabria,2006,79.43466666666667,55.85691666666667,94.11975,69.20841666666666,88.81349999999999,86.78558333333332,76.48483333333333,113.03208333333333,102.028,75.1575,76.77916666666667,75.54458333333334,80.066
Cantabria,2007,81.95341666666667,59.83358333333334,94.85458333333334,71.47991666666667,90.85983333333333,84.63850000000001,78.06508333333333,113.90833333333335,101.91766666666666,77.39033333333333,81.38166666666667,78.14108333333333,82.26475
Cantabria,2008,86.87991666666666,62.150083333333335,95.50466666666667,76.38066666666667,94.526,85.03375,83.03133333333334,114.14491666666667,103.04383333333334,80.04366666666667,85.086,80.29333333333334,85.83116666666666
Cantabria,2009,85.90858333333334,67.61633333333333,93.88458333333334,78.05125,96.39933333333333,84.39525,77.48066666666666,113.68341666666667,103.62558333333334,82.399,86.759,82.08858333333333,85.54458333333334
Cantabria,2010,84.91391666666667,74.94008333333333,93.70275,80.54433333333334,96.78466666666667,83.45375,83.53383333333333,112.996,103.06408333333333,84.39991666666667,87.67075,84.06441666666667,87.15558333333333
Cantabria,2011,86.02991666666667,82.64108333333333,94.09724999999999,87.02300000000001,97.8245,82.93975,90.86425000000001,112.15616666666666,103.59675,85.68091666666668,89.59949999999999,86.19350000000001,90.12391666666667
Cantabria,2012,87.76716666666665,87.50758333333333,94.38483333333333,92.342,96.50725,86.05591666666668,95.97308333333332,108.29925000000001,104.47908333333334,88.56108333333333,90.57283333333334,88.41808333333334,92.46316666666667
